Project Name,Assignee,Deliverable Checklist,Developer/Sales,KYC,Notes,Onboarding Status,Project Status,Release Date,Services,Units
Amberoasisgroup New Deal,,,Amberoasis Group,"KNOW YOUR CLIENT (KYC)/WHAT'S IMPORTANT NOW (WIN)

General Project Details
Product Type: Avesdo TMS Platform
Deal Value: 
Province: British Columbia
# of Homes: 22
Deal Owner: Patrick Conn
Initial Launch Date: Late Q1 / Early Q2 2023
Development Proposal Stage: Finalizing DP
Sales/Marketing Company: Confirming usage of Avesdo Advisory Services

Contact Details
Onboarding Contact: Henry Ao
First time using Avesdo? Yes
Customer Type: Developer
Is onboarding contact new to Avesdo? Yes

Set-Up Details
Trust Account Required: TBD
Selling in phases? 1 Phase
Unit Breakout: Mix TBD
Project Set-Up: TBD
Setting up Leads? TBD
Setting up Worksheets? TBD
If using Worksheets, when does the client want to start using this feature? TBD
Setting up Sales Grid? Yes
Setting up Contracts? Yes
Setting up Closings? TBD
CRM/Lead Ingestion: TBD
API/Reporting Requirements: TBD
Related Projects/Relevant Info: TBD

Client Goals/Other Information
Competitors, CRMs, other software being used? NO
Why Buy/Challenges we are solving: Data + Efficiency given small internal team
What is client's goal from Avesdo? Reduce risk and begin realizing long-term value of data
Why Avesdo? Small group, but wanting to have an off-the-shelve solution
Red Flags/Risks/Potential Roadblocks: None

Test Site set up during Pre-Sales?:Ideally

**CS** - REFER TO HUBSPOT DEAL NOTES FOR SET UP SPECIFICS.

Notes
Other Special Customer-Related Notes: ",,Not started,Not started,,,22
Parker | Mosaic Homes ,,,,,,Released,Released,29-Sep-19,,
Rennie - Bella Park at Royal Bay,Roell Pereira,,,"KNOW YOUR CLIENT (KYC)/WHAT'S IMPORTANT NOW (WIN)

General Project Details
Product Type: 
Deal Value: $43,990
Province: Ontario
# of Homes: 83
Deal Owner: Sandor Segal
Account Manager: Malinka
Initial Launch Date: 2024-05-15
Development Proposal Stage: 
Sales/Marketing Company: Rennie Marketing

Contact Details
Onboarding Contact: Katerina Wong
First time using Avesdo? 
Customer Type: 
Is onboarding contact new to Avesdo? No - Existing customer (familiar with full platform)

Set-Up Details
Trust Account Required: 
Selling in phases? 
Unit Breakout: 
Project Set-Up: 
Setting up Leads? 
Setting up Worksheets? 
If using Worksheets, when does the client want to start using this feature? 
Setting up Sales Grid? 
Setting up Contracts? 
Setting up Closings? 
CRM/Lead Ingestion: 
API/Reporting Requirements: 
Related Projects/Relevant Info: 

Client Goals/Other Information
Competitors, CRMs, other software being used? 
Why Buy/Challenges we are solving: 
What is client's goal from Avesdo? 
Why Avesdo? 
Red Flags/Risks/Potential Roadblocks: 

Test Site set up during Pre-Sales?:

**CS** - REFER TO HUBSPOT DEAL NOTES FOR SET UP SPECIFICS.

Notes
Other Special Customer-Related Notes: ",,Released,Released,07-Jun-24,,83
Era (Maple Ridge) | SwissReal         ,,,,,,Released,Released,02-Oct-19,,
Salton,Rashi Gupta,https://docs.google.com/spreadsheets/d/1ltT4eoCi0wmd5uTDTMwHG8lSDuURClLjomTbo2vCLcY/edit?usp=sharing,Streetside,"General Project Details
Deal Name: Streetside - Salton
Product Type: Avesdo TMS Platform
Deal Value: $67,915.00
Province: British Columbia
# of Homes: 188
Deal Owner: Steve Curtis
Account Manager: Sales Advisor (Sammy, Steve, Sandor, Patrick)
Initial Launch Date: 2026-04-15
Sales/Marketing Company:
 
Contact Details
Onboarding Contact: Jennifer Wilson
Onboarding Contact Email:
 
Set-Up Details
Credit Cards? No
EFT Deposits? No
Leads? No
Worksheets? No
If using Worksheets, when does the client want to start using this feature?
Sales Grid? Yes
Realtor Portal? No
CRM/Lead Ingestion: Newstar
API/Reporting Requirements: None
 
Notes
Other Special Customer-Related Notes:",,Released,Released,29-Apr-26,,188
Kora,Roell Pereira,,Strand/MLA,"KNOW YOUR CLIENT (KYC)/WHAT'S IMPORTANT NOW (WIN)

General Project Details
Product Type: 
Deal Value: 
Province: British Columbia
# of Homes: 323
Deal Owner: Steve Curtis
Account Manager: Sales Advisor (Sammy, Steve, Sandor, Patrick)
Initial Launch Date: 2024-02-17
Development Proposal Stage: 
Sales/Marketing Company: MLA

Contact Details
Onboarding Contact: Hayley Lilburn
First time using Avesdo? 
Customer Type: 
Is onboarding contact new to Avesdo? No - Existing customer (familiar with full platform)

Set-Up Details
Trust Account Required: 
Selling in phases? 
Unit Breakout: 
Project Set-Up: 
Setting up Leads? 
Setting up Worksheets? 
If using Worksheets, when does the client want to start using this feature? 
Setting up Sales Grid? 
Setting up Contracts? 
Setting up Closings? 
CRM/Lead Ingestion: 
API/Reporting Requirements: 
Related Projects/Relevant Info: 

Client Goals/Other Information
Competitors, CRMs, other software being used? 
Why Buy/Challenges we are solving: 
What is client's goal from Avesdo? 
Why Avesdo? 
Red Flags/Risks/Potential Roadblocks: 

Test Site set up during Pre-Sales?:

**CS** - REFER TO HUBSPOT DEAL NOTES FOR SET UP SPECIFICS.

Notes
Other Special Customer-Related Notes: ",,Awaiting Docs/Info,Indefinitely Delayed,,,323
Renfrew South,Elton Paul,,Castlehill Homes,"KNOW YOUR CLIENT (KYC)/WHAT'S IMPORTANT NOW (WIN)

General Project Details
Deal Name: Castlehill Homes - Renfrew South 
Product Type: Avesdo TMS Platform
Deal Value: $18,000.00
Province: British Columbia
# of Homes: 30
Deal Owner: Steve Curtis
Account Manager: Sales Advisor (Sammy, Steve, Sandor, Patrick)
Initial Launch Date: 2025-12-05
Sales/Marketing Company: 
 
Contact Details
Onboarding Contact: Amy Rebodos
Onboarding Contact Email: 
 
Set-Up Details
Credit Cards? No
EFT Deposits? No
Leads? No
Worksheets? No
If using Worksheets, when does the client want to start using this feature? 
Sales Grid? Yes
Realtor Portal? No
CRM/Lead Ingestion: Not sure
API/Reporting Requirements: None that I am aware of. 
 
Notes
Other Special Customer-Related Notes: This customer has had challenges in the past with paying their bills. This contract is a one time up front payment.",,Released,Released,16-Dec-25,,30
Rocklin,Rashi Gupta,,Streetside,"General Project Details
Deal Name: Streetside - Rocklin
Product Type: Avesdo TMS Platform
Deal Value: $50,545.00
Province: British Columbia
# of Homes: 133
Deal Owner: Steve Curtis
Account Manager: Sales Advisor (Sammy, Steve, Sandor, Patrick)
Initial Launch Date: 2026-10-15
Sales/Marketing Company:
 
Contact Details
Onboarding Contact: Jennifer Wilson
Onboarding Contact Email:
 
Set-Up Details
Credit Cards? No
EFT Deposits? No
Leads? No
Worksheets? No
If using Worksheets, when does the client want to start using this feature?
Sales Grid? Yes
Realtor Portal? No
CRM/Lead Ingestion: Newstar
API/Reporting Requirements: No
 
Notes
Other Special Customer-Related Notes:",,Secondary QA,On Schedule,12-Jun-26,,133
Bute at Clayton Crest,Rashi Gupta,,Zenterra Developments,"General Project Details
Product Type: Avesdo TMS Platform
Deal Value: $50,730.00
Province: British Columbia
# of Homes: 89
Deal Owner: Steve Curtis
Account Manager: Sales Advisor (Sammy, Steve, Sandor, Patrick)
Initial Launch Date: 2025-12-19
Sales/Marketing Company:

Contact Details
Onboarding Contact: Derek Fenton
Onboarding Contact Email:

Set-Up Details
Credit Cards? No
EFT Deposits? No
Leads? No
Worksheets? No
If using Worksheets, when does the client want to start using this feature?
Sales Grid? Yes
Realtor Portal? Yes
CRM/Lead Ingestion: Follow Up Boss
API/Reporting Requirements: Yes, for every project",,Released,Released,07-Jan-26,"API, Realtor Portal",89
Eden,Rashi Gupta,https://docs.google.com/spreadsheets/d/1dgyEeJ_47ugpqLNu1yloHAthsQg744nPeLxuJvOpiTo/edit?usp=sharing,Zenterra Developments,"General Project Details
Product Type: Avesdo TMS Platform
Deal Value:
Province: British Columbia
# of Homes: 180
Deal Owner: Steve Curtis
Account Manager: Sales Advisor (Sammy, Steve, Sandor, Patrick)
Initial Launch Date: 2026-01-23
Sales/Marketing Company:

Contact Details
Onboarding Contact: Derek Fenton
Onboarding Contact Email:

Set-Up Details
Credit Cards? No
EFT Deposits? No
Leads? No
Worksheets? No
If using Worksheets, when does the client want to start using this feature?
Sales Grid? Yes
Realtor Portal? Yes
CRM/Lead Ingestion: Follow Up Boss
API/Reporting Requirements: Yes, for every project",,Released,Released,08-May-26,"API, Realtor Portal",180
Aura ,Rashi Gupta,,Zenterra Developments,"General Project Details
Product Type: Avesdo TMS Platform
Deal Value:
Province: British Columbia
# of Homes: 120
Deal Owner: Steve Curtis
Account Manager: Sales Advisor (Sammy, Steve, Sandor, Patrick)
Initial Launch Date: 2026-05-29
Sales/Marketing Company:

Contact Details
Onboarding Contact: Derek Fenton
Onboarding Contact Email:

Set-Up Details
Credit Cards? No
EFT Deposits? No
Leads? No
Worksheets? No
If using Worksheets, when does the client want to start using this feature?
Sales Grid? Yes
Realtor Portal? Yes
CRM/Lead Ingestion: Follow Up Boss
API/Reporting Requirements: Yes, for every project
",,Not started,Not started,31-Jul-26,"API, Realtor Portal",120
Clayton Crest - Atlin,Rashi Gupta,https://docs.google.com/spreadsheets/d/1x_E5f5kUbHIFtzO2ergXNb9p_9oX7jMkKBQfAOlqS_8/edit?usp=sharing,Zenterra Developments,"General Project Details
Product Type: Avesdo TMS Platform
Deal Value:
Province: British Columbia
# of Homes: 115
Deal Owner: Steve Curtis
Account Manager: Sales Advisor (Sammy, Steve, Sandor, Patrick)
Initial Launch Date: 2026-02-13
Sales/Marketing Company:

Contact Details
Onboarding Contact: Derek Fenton
Onboarding Contact Email:

Set-Up Details
Credit Cards? No
EFT Deposits? No
Leads? No
Worksheets? No
If using Worksheets, when does the client want to start using this feature?
Sales Grid? Yes
Realtor Portal? Yes
CRM/Lead Ingestion: Follow Up Boss
API/Reporting Requirements: Yes, for every project",,Released,Released,10-Mar-26,"API, Realtor Portal",115
Clayton Crest - Clive,Rashi Gupta,,Zenterra Developments,"General Project Details
Product Type: Avesdo TMS Platform
Deal Value:
Province: British Columbia
# of Homes: 90
Deal Owner: Steve Curtis
Account Manager: Sales Advisor (Sammy, Steve, Sandor, Patrick)
Initial Launch Date: 2026-08-14
Sales/Marketing Company:

Contact Details
Onboarding Contact: Derek Fenton
Onboarding Contact Email:

Set-Up Details
Credit Cards? No
EFT Deposits? No
Leads? No
Worksheets? No
If using Worksheets, when does the client want to start using this feature?
Sales Grid? Yes
Realtor Portal? Yes
CRM/Lead Ingestion: Follow Up Boss
API/Reporting Requirements: Yes, for every project

Notes
Other Special Customer-Related Notes: Clayton Crest is all on the same disclosure statement. Bute, Atlin, Clive and Dalton should be able to be on the same Avesdo project site. ",,Onboarding Email Sent,On Schedule,01-Aug-26,"API, Realtor Portal",90
Clayton Crest - Dalton,Rashi Gupta,,Zenterra Developments,"General Project Details
Product Type: Avesdo TMS Platform
Deal Value:
Province: British Columbia
# of Homes: 90
Deal Owner: Steve Curtis
Account Manager: Sales Advisor (Sammy, Steve, Sandor, Patrick)
Initial Launch Date: 2026-11-13
Sales/Marketing Company:

Contact Details
Onboarding Contact: Derek Fenton
Onboarding Contact Email:

Set-Up Details
Credit Cards? No
EFT Deposits? No
Leads? No
Worksheets? No
If using Worksheets, when does the client want to start using this feature?
Sales Grid? Yes
Realtor Portal? Yes
CRM/Lead Ingestion: Follow Up Boss
API/Reporting Requirements: Yes, for every project

Notes
Other Special Customer-Related Notes: Clayton Crest is all on the same disclosure statement. Bute, Atlin, Clive and Dalton should be able to be on the same Avesdo project site. ",,Not started,Not started,13-Nov-26,"API, Realtor Portal",90
Clayton Crest West,Rashi Gupta,,Zenterra Developments,"General Project Details
Product Type: Avesdo TMS Platform
Deal Value:
Province: British Columbia
# of Homes: 340
Deal Owner: Steve Curtis
Account Manager: Sales Advisor (Sammy, Steve, Sandor, Patrick)
Initial Launch Date: 2027-05-14
Sales/Marketing Company:

Contact Details
Onboarding Contact: Derek Fenton
Onboarding Contact Email:

Set-Up Details
Credit Cards? No
EFT Deposits? No
Leads? No
Worksheets? No
If using Worksheets, when does the client want to start using this feature?
Sales Grid? Yes
Realtor Portal? Yes
CRM/Lead Ingestion: Follow Up Boss
API/Reporting Requirements: Yes, for every project

Notes
Other Special Customer-Related Notes: Clayton Crest West is 340 units spread across 3 buildings on one disclosure. ",,Not started,Not started,14-May-27,"API, Realtor Portal",340
City Corners 2,Rashi Gupta,https://docs.google.com/spreadsheets/d/17Qq_Ahq2OXfWIkLx3O-aHcT1baS4bIzsQ9nPM48b3Js/edit?usp=sharing,Zenterra Developments,"General Project Details
Deal Name: Zenterra Developments - City Corners 2
Product Type: Avesdo TMS Platform
Deal Value: 
Province: British Columbia
# of Homes: 100
Deal Owner: Steve Curtis
Account Manager: Sales Advisor (Sammy, Steve, Sandor, Patrick)
Initial Launch Date: 2026-03-20
Sales/Marketing Company: 
 
Contact Details
Onboarding Contact: Derek Fenton 
Onboarding Contact Email: 
 
Set-Up Details
Credit Cards? No
EFT Deposits? No
Leads? No
Worksheets? No
If using Worksheets, when does the client want to start using this feature? 
Sales Grid? Yes
Realtor Portal? Yes
CRM/Lead Ingestion: Follow Up Boss
API/Reporting Requirements: Yes, for every project
 
Notes
Other Special Customer-Related Notes:",,Onboarding Email Sent,On Schedule,30-Jun-26,"API, Realtor Portal",100
North View 1,Rashi Gupta,,Zenterra Developments,"General Project Details
Deal Name: Zenterra Developments - North View 1
Product Type: Avesdo TMS Platform
Deal Value:
Province: British Columbia
# of Homes: 300
Deal Owner: Steve Curtis
Account Manager: Sales Advisor (Sammy, Steve, Sandor, Patrick)
Initial Launch Date: 2026-10-09
Sales/Marketing Company:
 
Contact Details
Onboarding Contact: Derek Fenton
Onboarding Contact Email:
 
Set-Up Details
Credit Cards? No
EFT Deposits? No
Leads? No
Worksheets? No
If using Worksheets, when does the client want to start using this feature?
Sales Grid? Yes
Realtor Portal? Yes
CRM/Lead Ingestion: Follow Up Boss
API/Reporting Requirements: Yes, for every project
 
Notes
Other Special Customer-Related Notes:",,Not started,Not started,09-Oct-26,"API, Realtor Portal",300
North View 2,Rashi Gupta,,Zenterra Developments,"General Project Details
Deal Name: Zenterra Developments - North View 2
Product Type: Avesdo TMS Platform
Deal Value:
Province: British Columbia
# of Homes: 300
Deal Owner: Steve Curtis
Account Manager: Sales Advisor (Sammy, Steve, Sandor, Patrick)
Initial Launch Date: 2027-10-08
Sales/Marketing Company:
 
Contact Details
Onboarding Contact: Derek Fenton
Onboarding Contact Email:
 
Set-Up Details
Credit Cards? No
EFT Deposits? No
Leads? No
Worksheets? No
If using Worksheets, when does the client want to start using this feature?
Sales Grid? Yes
Realtor Portal? Yes
CRM/Lead Ingestion: Follow Up Boss
API/Reporting Requirements: Yes, for every project
 
Notes
Other Special Customer-Related Notes: ",,Not started,Not started,08-Oct-27,"API, Realtor Portal",300
Maver 1,Rashi Gupta,,Zenterra Developments,"General Project Details
Deal Name: Zenterra Developments - Maver 1
Product Type: Avesdo TMS Platform
Deal Value:
Province: British Columbia
# of Homes: 300
Deal Owner: Steve Curtis
Account Manager: Sales Advisor (Sammy, Steve, Sandor, Patrick)
Initial Launch Date: 2027-02-19
Sales/Marketing Company:
 
Contact Details
Onboarding Contact: Derek Fenton
Onboarding Contact Email:
 
Set-Up Details
Credit Cards? No
EFT Deposits? No
Leads? No
Worksheets? No
If using Worksheets, when does the client want to start using this feature?
Sales Grid? Yes
Realtor Portal? Yes
CRM/Lead Ingestion: Follow Up Boss
API/Reporting Requirements: Yes, for every project
 
Notes
Other Special Customer-Related Notes:",,Not started,Not started,19-Feb-27,"API, Realtor Portal",300
